"","Stock Name","Jurisdiction","FMP","Science Center","Regional Ecosystem","FSSI Stock?","ITIS Taxon Serial Number","Scientific Name","Common Name","Stock Area","Assessment Year","Assessment Month","Last Data Year","Update Type","Review Result","Assessment Model","Model Version","Lead Lab","Citation","Final Assessment Report 1","Final Assessment Report 2","Point of Contact","Life History Data","Abundance Data","Catch Data","Assessment Level","Assessment Frequency","Assessment Type","Model Category","Catch Input Data","Abundance Input Data","Biological Input Data","Ecosystem Linkage","Composition Input Data","F Year","Estimated F","F Unit","F Basis","Flimit","Flimit Basis","Fmsy","Fmsy Basis","F/Flimit","F/Fmsy","Ftarget","Ftarget Basis","F/Ftarget","B Year","Estimated B","B Unit","B Basis","Blimit","Blimit Basis","Bmsy","Bmsy Basis","B/Blimit","B/Bmsy","MSY","MSY Unit"
"30","Dusky shark - Atlantic and Gulf of Mexico","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",160268,"Carcharhinus obscurus","Dusky shark","Atlantic and Gulf of Mexico",2011,4,2009,"Full Update","Full acceptance","Age-structured catch-free production model (ASCFM)",NA,"Panama City Laboratory (SEFSC)","SEDAR 21 Review Workshop Summary",NA,NA,"Enric Cortes",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Dusky shark - Atlantic and Gulf of Mexico","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",160268,"Carcharhinus obscurus","Dusky shark","Atlantic and Gulf of Mexico",2016,9,2015,"Full Update","Full acceptance","Age-structured catch-free production model (ASCFM)",NA,"Panama City Laboratory (SEFSC)","2016 Update, SEDAR 21 HMS dusky shark. Available: http://sedarweb.org/sedar-21 (September 2016)","Update assessment to SEDAR 21 HMS Dusky Shark",NA,"Enric Cortes",2,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,2015,NA,"?apical F (max F at age)","apical F (max F at age)",NA,"Fmsy",NA,"Direct estimate",NA,NA,NA,NA,NA,2015,NA,"Spawning stock fecundity (SSF) relative to unfished equilibrium (SSF_0)","Spawning stock fecundity (SSF) relative to unfished equilibrium (SSF_0)",NA,"(1-M)*Bmsy",NA,"Direct Estimate",NA,NA,NA,NA
"32","Finetooth shark - Atlantic and Gulf of Mexico","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Y",160409,"Carcharhinus isodon","Finetooth shark","Atlantic and Gulf of Mexico",2007,11,2005,"Benchmark","Full acceptance","BSP (Bayesian Surplus Production) model",NA,"Panama City Laboratory (SEFSC)","SEDAR 13 Stock assessment report.  Small Coastal Shark complex, Atlantic sharpnose, blacknose, bonnethead and finetooth shark.  NOAA/NMFS Highly Migratory Species Division, 1315 East-West Highway, Silver Spring, MD 20910 (web site: http://www.sefsc.noaa.gov/sedar/Sedar_Workshops.jsp?WorkshopNum=13).","Small Coastal Shark Complex, Atlantic Sharpnose, Blacknose, Bonnethead, and Finetooth Shark",NA,"Enric Cortes",2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,2005,0.00300000002607703,"annual exploitation rate","U (exploitation rate = catch/biomass)",0.0299999993294477,"Fmsy",0.0299999993294477,"Calculated as r/2",0.100000001490116,0.100000001490116,0.0219999998807907,"0.75*Fmsy",0.136000007390976,2005,4157172,"number of fish","Total stock biomass",2444036,"(1-M)*Bmsy (using M=0.236)",3199000,"K/2",1.70099997520447,1.29999995231628,96000,"numbers"
"33","Gulf Smoothhound Complex","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",NA,NA,NA,NA,2015,3,2012,"Benchmark","Full acceptance","state-space Bayesian surplus production model",NA,"SEFSC","SEDAR 39: Stock Assessment Report HMS Gulf of Mexico Smoothhound Sharks. March, 2015. SEDAR, 4055 Faber Place Drive, Suite 201, North Charleston, SC 29405. Available at http://sedarweb.org/docs/sar/S39_Gulf_Smoothhound_Complex_SAR.pdf","SEDAR 39 - HMS Gulf of Mexico Smoothhound Sharks",NA,"Xinsheng Zhang, Enric Cortes, Dean Courtney",2,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,2012,0.0179999992251396,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",NA,NA,0.105999998748302,"Calculated as r/2",NA,0.170000001788139,NA,NA,NA,2012,12700000,"number of fish","Total stock biomass",NA,NA,7190000,"K/2",NA,1.76600003242493,689000,"numbers"
"34","Porbeagle - Northwestern Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",159911,"Lamna nasus","Porbeagle","Northwestern Atlantic",2005,12,2004,"Full Update","NA","Forward-projecting, age- and sex-structured population dynamics model","Harley 2002","DFO, Canada","Status and Recovery Potential of Porbeagle Shark in the Northwest Atlantic.  AJF Gibson and SE Campana.  2005.  Department of Fisheries and Oceans, PO Box 1006, Dartmouth, N.S., Canada, B2Y 4A2 (web site: http://www.dfo-mpo.gc.ca/csas).","STOCK ASSESSMENT REPORT ON NAFO SUBAREAS 3 - 6 PORBEAGLE SHARK",NA,NA,3,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,2000,0.180000007152557,NA,NA,0.0799999982118607,"Freplacement",0.0399999991059303,"F50% as proxy",2.25,4.5,NA,NA,NA,2004,NA,"number of fish","Spawning biomass",NA,NA,NA,"Based on Beverton-Holt stock-recruit relationship",NA,NA,NA,NA
"35","Porbeagle - Northwestern Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",159911,"Lamna nasus","Porbeagle","Northwestern Atlantic",2009,10,2005,"New","Full acceptance","Age Structured Model and Bayesian Surplus Production Models applied. No particular model was determined to be the base model.","Age Structured Model and Bayensian Surplus Prod.","ICCAT-SCRS and SEFSC","http://www.iccat.int/Documents/SCRS/ExecSum/SHK_EN.pdf    and   http://www.iccat.int/Documents/Meetings/Docs/2009_POR_ASSESS_ENG.pdf","REPORT OF THE 2009 PORBEAGLE STOCK ASSESSMENTS MEETING",NA,"Enric Cortes (Enric.Cortes@noaa.gov), Shannon Calay (Shannon.Calay@noaa.gov)",2,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Sailfish - Western Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",172488,"Istiophorus platypterus","Sailfish","Western Atlantic",2009,10,NA,"New","Full acceptance","Surplus Production Model
Bayesian Production Model",NA,"ICCAT-SCRS","http://www.iccat.int/Documents/Meetings/Docs/2009_SAI_ASSESS_ENG.pdf","REPORT OF THE 2009 SAILFISH STOCK ASSESSMENT",NA,"Clay Porch",2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,2007,NA,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",NA,"U (exploitation rate = catch/biomass)",NA,"Direct estimate",NA,NA,NA,"Fmsy",NA,2008,NA,"mt","Total stock biomass",NA,NA,NA,NA,NA,NA,NA,NA
"37","Sailfish - Western Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",172488,"Istiophorus platypterus","Sailfish","Western Atlantic",2016,10,2014,"Benchmark","Full acceptance","Stock Synthesis Model utilizing increasing CPUE trends
Stock Synthesis Model utilizing decreasing CPUE trends","ASPM","ICCAT-SCRS","http://iccat.es/Documents/Meetings/Docs/2016_SCRS_ENG.pdf","REPORT OF THE STANDING COMMITTEE ON RESEARCH AND STATISTICS (SCRS)",NA,"Craig Brown, Eric Orbesen",2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,2014,NA,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",NA,"U (exploitation rate = catch/biomass)",NA,"Direct estimate",NA,NA,NA,"Fmsy",NA,2014,NA,"mt","Spawning biomass",NA,NA,NA,NA,NA,NA,NA,"mt"
"38","Sandbar shark - Atlantic and Gulf of Mexico","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Y",160289,"Carcharhinus plumbeus","Sandbar shark","Atlantic and Gulf of Mexico",2006,6,2004,"Benchmark","Full acceptance","State-space, age-structured production model",NA,"SEFSC","SEDAR 11 Stock assessment report.  Large Coastal Shark complex, blacktip and sandbar shark.  NOAA/NMFS Highly Migratory Species Division, 1315 East-West Highway, Silver Spring, MD 20910 (web site: http://www.sefsc.noaa.gov/sedar/Sedar_Workshops.jsp?WorkshopNum=11 ).","SEDAR 11 Stock Assessment Report",NA,"Enric Cortes",2,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,2004,0.0599999986588955,"Instantaneous annual F averaged across ages","apical F (max F at age)",0.0149999996647239,"Fmsy",0.0149999996647239,"Direct estimate",3.72000002861023,3.72000002861023,0.0109999999403954,"0.75*Fmsy",5.32999992370605,2004,30600,"mt","Total stock biomass",530,"(1-M)*Bmsy (using mean of M at age values)",594,"Based on Beverton-Holt stock-recruit relationship",0.810000002384186,0.720000028610229,403,NA
"39","Sandbar shark - Atlantic and Gulf of Mexico","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Y",160289,"Carcharhinus plumbeus","Sandbar shark","Atlantic and Gulf of Mexico",2011,4,2009,"Full Update","Full acceptance","State-space, age-structured production model",NA,"SEFSC","SEDAR 21 Review Workshop Summary",NA,NA,"Enric Cortes, Dean Courtney, Xinsheng Zhang",2,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,2009,0.0130000002682209,"Instantaneous annual F averaged across ages","apical F (max F at age)",NA,NA,0.0209999997168779,"Direct estimate",NA,0.620999991893768,NA,NA,NA,2009,312890,"SSF( spawning stock fecundity, the sum of number at age times pup production at age)À","Female reproductive output",412637,"(1-M)*Bmsy",477590,"Direct Estimate",0.758000016212463,0.654999971389771,NA,NA
"40","Sandbar shark - Atlantic and Gulf of Mexico","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Y",160289,"Carcharhinus plumbeus","Sandbar shark","Atlantic and Gulf of Mexico",2018,3,2015,"Full Update","Full acceptance","Stock Synthesis, length-based age-structured model","V3.24f","SEFSC","Anon. 2017. SEDAR 54 Stock Assessment Report for HMS Sandbar Shark.  Southeast Data Assessment and Review (SEDAR) 4055 Faber Place Drive, Suite 201, North Charleston, SC 29405. Available: http://sedarweb.org/docs/sar/S54_Final_SAR.pdf;  Anon. 2018. SEDAR 54 HMS Sandbar Shark Post - Review Updates February 2018. Southeast Data Assessment and Review (SEDAR) 4055 Faber Place Drive, Suite 201, North Charleston, SC 29405. Available: http://sedarweb.org/sedar-54-post-review-update","SEDAR 54",NA,"Enric Cortes, Dean Courtney, Xinsheng Zhang",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2015,0.0399999991059303,"?Instantaneous annual F","Sum of apical F (max F at age) for fleets with catch",0.0700000002980232,"Fmsy",0.0700000002980232,"Direct estimate",0.579999983310699,0.579999983310699,NA,NA,NA,2015,527,"SSF( spawning stock fecundity, the sum of number at age times pup production at age)À","Female reproductive output",595,"(1-M)*Bmsy",681,"Direct Estimate",0.879999995231628,0.769999980926514,NA,NA
"41","Scalloped hammerhead - Atlantic and Gulf of Mexico","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Y",160508,"Sphyrna lewini","Scalloped hammerhead","Atlantic and Gulf of Mexico",2009,10,2005,"Benchmark","Full acceptance","Surplus Production Model",NA,NA,"Hayes et al. 2009. http://www.tandfonline.com/doi/full/10.1577/M08-026.1",NA,NA,NA,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,2005,0.140000000596046,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.109999999403954,"Fmsy",0.109999999403954,"Direct estimate",1.28999996185303,1.28999996185303,NA,NA,NA,2005,27900,"number of fish","Total stock biomass",NA,NA,62000,"Numbers at MSY",NA,0.449999988079071,7100,"numbers"
"42","Shortfin mako - North Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",159924,"Isurus oxyrinchus","Shortfin mako","North Atlantic",2008,10,2007,"Benchmark","Full acceptance","BSP, State-space, age-structured catch-free production model (ASCFM), and Bayesian age-structured model",NA,"ICCAT","http://www.iccat.int/Documents/Meetings/Docs/2008_SHK_Report.pdf","REPORT OF THE 2008 SHARK STOCK ASSESSMENTS MEETING",NA,"Enric Cortes",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Shortfin mako - North Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",159924,"Isurus oxyrinchus","Shortfin mako","North Atlantic",2012,10,2010,"Benchmark","Full acceptance","Bayesian Production Models (BSP) and Catch Free Age Structured Production Models (CFASP)",NA,"SEFSC","http://www.iccat.int/Documents/Meetings/Docs/2012_SHK_ASS_ENG.pdf; http://www.iccat.int/Documents/Meetings/SCRS2012/2012_SCRS_REP_EN.pdf (Their Executive Summaries Section 8.13 SHK-Sharks)",NA,NA,"Enric Cortes",2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Shortfin mako - North Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",159924,"Isurus oxyrinchus","Shortfin mako","North Atlantic",2017,11,2015,"Benchmark","Full acceptance","Range of model results presented in comments from nine model runs: Two production models (BSP2JAGS and JABBA) and one age-structured model (SS3).",NA,"SEFSC","1) ICCAT shark species working group Atlantic shortfin mako stock assessment meeting report (June, 2017): https://www.iccat.int/en/Documents/Meetings/Docs/2017_SMA_ASS_REP_ENG.pdf","REPORT OF THE 2017 ICCAT SHORTFIN MAKO ASSESSMENT MEETING",NA,"Dean Courtney",2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Skipjack tuna - Western Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",172401,"Katsuwonus pelamis","Skipjack tuna","Western Atlantic",2008,10,2006,"New","Full acceptance","Multifan-CL",NA,"ICCAT","http://www.iccat.int/Documents/Meetings/Docs/2008_TROP_REP_SEPT 17.pdf","REPORT OF THE 2008 ICCAT YELLOWFIN AND SKIPJACK STOCK ASSESSMENTS MEETING",NA,"Clay Porch",2,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fmsy",NA,"Direct estimate",0.509999990463257,0.509999990463257,NA,"Fmsy",0.509999990463257,NA,NA,NA,NA,NA,NA,NA,NA,2.03999996185303,2.03999996185303,30660,NA
"46","Skipjack tuna - Western Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",172401,"Katsuwonus pelamis","Skipjack tuna","Western Atlantic",2014,10,2013,"Benchmark","Full acceptance","non-equilibrium surplus biomass production model",NA,"ICCAT","https://www.iccat.int/Documents/Meetings/Docs/2014_SKJ_ASSESS_ENG.pdf",NA,NA,"Craig Brown",2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,"Fmsy",NA,"Direct estimate",0.699999988079071,0.699999988079071,NA,"Fmsy",0.699999988079071,2013,NA,NA,NA,NA,NA,NA,NA,1.29999995231628,1.29999995231628,31000,"mt"
"47","Smooth dogfish - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Y",160230,"Mustelus canis","Smooth dogfish","Atlantic",2015,3,2012,"Benchmark","Full acceptance","Stock Synthesis","V3.21d","SEFSC","SEDAR 39 Stock Assessment Report HMS Atlantic Smooth Dogfish Shark. March, 2015. SEDAR, 4055 Faber Place Drive, Suite 201, North Charleston, SC 29405. Available at http://sedarweb.org/docs/sar/S39_Atl_smooth_dog_SAR.pdf (Last accessed 3/30/2015)",NA,NA,"Dean Courtney, Xinsheng Zhang, Enric Cortes",2,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,2012,0.101999998092651,"Annual Exploitation Rate","Annual exploitation rate (in numbers)",0.12899999320507,"Fmsy",0.12899999320507,"Direct estimate",0.791000008583069,0.791000008583069,NA,NA,NA,2012,10847,"The sum of numbers at age times pup production at age (1000's)","Spawning stock fecundity (SSF)",3701,"(1-M)*Bmsy",4746,"Direct Estimate",2.93099999427795,2.28600001335144,NA,NA
"48","Swordfish - North Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",172482,"Xiphias gladius","Swordfish","North Atlantic",2006,9,2005,"Full Update","Full acceptance","Surplus production model","ASPIC 5.05","ICCAT-SCRS","http://www.iccat.int/Documents/Meetings/Docs/SCI-040%20EN.pdf","REPORT OF THE 2006 ATLANTIC SWORDFISH STOCK ASSESSMENT SESSION",NA,"Victor Restrepo",3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2005,0.211999997496605,"annual exploitation rate","U (exploitation rate = catch/biomass)",NA,"Fmsy",0.246999993920326,"Direct estimate",0.860000014305115,0.860000014305115,NA,"Fmsy",0.860000014305115,2006,65200,"mt","Total stock biomass",NA,"Bmsy",66400,"K/2",NA,0.98199999332428,14133,NA
"49","Swordfish - North Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",172482,"Xiphias gladius","Swordfish","North Atlantic",2009,10,2008,"Full Update","Full acceptance","Non-equilibrium Surplus Production","ASPIC v5.05","SCRS-ICCAT","http://www.iccat.int/Documents/Meetings/Docs/2009_SWO_ASSESS_ENG.pdf","REPORT OF THE 2009 ATLANTIC SWORDFISH STOCK ASSESSMENT SESSION",NA,"Clay Porch",2,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,2008,0.170000001788139,NA,"U (exploitation rate = catch/biomass)",0.222000002861023,NA,0.222000002861023,"Direct estimate",0.765999972820282,0.765999972820282,0.222000002861023,NA,0.765999972820282,2009,64840,NA,"Total stock biomass",61861,NA,61861,"K/2",1.04799997806549,1.04799997806549,13730,NA
"50","Swordfish - North Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",172482,"Xiphias gladius","Swordfish","North Atlantic",2013,10,2011,"Full Update","Full acceptance","Non-equilibrium Surplus Production","ASPIC v5.55","SCRS-ICCAT","https://www.iccat.int/Documents/Meetings/Docs/2013_SWO_ASSESS_REP_ENG.pdf",NA,NA,"Craig Brown, Michael Schirripa",2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,2011,0.172000005841255,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",0.209999993443489,NA,0.209999993443489,"Direct estimate",0.819999992847443,0.819999992847443,0.209999993443489,"Fmsy",0.819999992847443,2011,74168,"mt","Total stock biomass",65060,NA,65060,"K/2",1.13999998569489,1.13999998569489,13660,"mt"
"51","Swordfish - North Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",172482,"Xiphias gladius","Swordfish","North Atlantic",2017,10,2015,"Full Update","Full acceptance","Non-equilibrium Surplus Production, Bayesian surplus production model, and integrated assessment model (SS)","BSP2, and SS","SCRS-ICCAT","http://www.iccat.int/Documents/Meetings/Docs/2017_SCRS_REP_ENG.pdf","REPORT OF THE STANDI NG COMMITTEE  ON RESEARCH AND STATI STICS (SCRS)",NA,"Craig Brown, Michael Schirripa",2,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,2015,0.133000001311302,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",NA,NA,0.170000001788139,"Direct estimate",NA,0.779999971389771,NA,"Fmsy",NA,2015,85946,"mt","Total stock biomass",NA,NA,82640,"K/2",NA,1.03999996185303,13059,"mt"
"52","White marlin - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",768126,"Kajikia albida","White marlin","Atlantic",2006,5,2004,"Full Update","Full acceptance","CPUE trend analysis",NA,"ICCAT-SCRS","http://www.iccat.int/Documents/SCRS/DetRep/Drafts/SCRS-2006-012-draft.pdf",NA,NA,"Victor Restrepo",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","White marlin - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",768126,"Kajikia albida","White marlin","Atlantic",2012,10,2011,"Benchmark","Partial acceptance - Biomass estimates","Stock Synthesis 3 and ASPIC",NA,"ICCAT-SCRS","http://www.iccat.int/Documents/Meetings/Docs/2012_WHM_ASSESS_ENG.pdf","REPORT OF THE 2012 WHITE MARLIN STOCK ASSESSMENT MEETING",NA,"Michael Schirripa, Craig Brown",2,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fmsy",NA,2010,NA,NA,"Spawning biomass",NA,NA,NA,NA,0.321999996900558,0.321999996900558,1604,NA
"54","White marlin - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",768126,"Kajikia albida","White marlin","Atlantic",2019,10,2017,"Benchmark","Full acceptance","SS and Jabba","2 model estimates from Stock Synthesis and 1 JABBA","ICCAT-SCRS","http://www.iccat.int/Documents/Meetings/Docs/2012_WHM_ASSESS_ENG.pdf","White marlin assessment meeting",NA,"Michael Schirripa, Craig Brown",2,1,2,4,2,"Operational",5,2,2,NA,0,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fmsy",NA,2017,NA,NA,"Spawning biomass",NA,NA,NA,NA,NA,NA,1495,NA
"55","Yellowfin tuna - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","N",172423,"Thunnus albacares","Yellowfin tuna","Atlantic",2008,10,2006,"Full Update","Full acceptance","ASPIC
VPA-2box",NA,"ICCAT","http://www.iccat.int/Documents/Meetings/Docs/2008_TROP_REP_SEPT 17.pdf","REPORT OF THE 2008 ICCAT YELLOWFIN AND SKIPJACK STOCK ASSESSMENTS MEETING",NA,"Clay Porch",2,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.860000014305115,0.860000014305115,NA,"Fmsy",0.860000014305115,NA,NA,NA,NA,NA,NA,NA,NA,0.959999978542328,0.959999978542328,NA,NA
